words,embeddings
2 girls 1 cup,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
fuks,"tensor([-0.0983, -0.4038, -0.6145,  0.1057,  0.2333, -0.1292,  0.0476, -0.4737,
         0.1403, -0.1625,  0.0114,  0.1190,  0.2355, -0.4046,  0.0874,  0.0469,
        -0.3198,  0.2693, -0.1022, -0.2180, -0.3989, -0.0155, -0.1587,  0.1478,
        -0.2812,  0.1028, -0.1070, -0.0203, -0.0042, -0.2605, -0.0086,  0.0750,
         0.0228, -0.1276,  0.0218, -0.0628, -0.0131, -0.1632,  0.1514, -0.0135,
         0.1092, -0.0211, -0.2119,  0.2847, -0.0349,  0.0129, -0.0701,  0.3405,
         0.1033,  0.2724,  0.2423,  0.1501, -0.4202, -0.3611,  0.3392,  0.6817,
        -0.0337, -0.0522, -0.9189, -0.2752,  0.0115, -0.2716,  0.2047, -0.1693,
        -0.3499,  0.1221,  0.0379, -0.0262, -0.1750, -0.1161,  0.2702,  0.3474,
         0.3185,  0.2041, -0.1775, -0.0167,  0.0258, -0.0770,  0.1969,  0.0278,
        -0.2965, -0.2204, -0.0198, -0.3951,  0.3732,  0.0971, -0.1402,  0.5379,
        -0.2691,  0.1513,  0.2092, -0.0374,  0.0221, -0.1755,  0.2631, -0.1142,
        -0.0841,  0.2202, -0.6058, -0.3203])"
fukwhit,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
fukwit,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
futanari,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
futanary,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
fux,"tensor([ 0.2334,  0.1831, -0.5757,  0.5377,  0.0568,  0.1179,  0.2900, -0.1643,
        -0.1313, -0.3599, -0.2984,  0.1687,  0.0359,  0.0753, -0.0351, -0.0134,
        -0.1912,  0.1511,  0.1730, -0.3993, -0.2449,  0.0280, -0.0270,  0.0255,
        -0.6843,  0.1504, -0.1135,  0.3801, -0.3223,  0.4266,  0.0799, -0.5248,
         0.2298,  0.4697, -0.4374, -0.2430, -0.0325, -0.0255, -0.3917,  0.2628,
         0.0020,  0.6504,  0.0154, -0.1136, -0.3769, -0.1929, -0.3686, -0.0477,
        -0.1386,  0.2321, -0.1261,  0.2584, -0.0362, -0.3420, -0.1311,  0.4338,
         0.0505,  0.0044, -0.8320, -0.6244,  0.2671, -0.0066,  0.6486,  0.1685,
        -0.3056, -0.1074, -0.5079, -0.2243, -0.3803,  0.1159, -0.2153,  0.0379,
         0.1832,  0.0503, -0.1177, -0.1553, -0.0329, -0.3946,  0.3182,  0.1092,
        -0.1375, -0.2262, -0.2613, -0.5181,  0.3117, -0.0709, -0.3147, -0.3549,
        -0.5604, -0.0437,  0.3823,  0.2361, -0.1538,  0.3461,  0.2516,  0.4546,
         0.2348, -0.1347, -0.5167,  0.0908])"
fux0r,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
fvck,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
fxck,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
g-spot,"tensor([ 0.6714,  0.2401,  0.0049,  0.1655, -0.2302, -0.3078,  0.1124,  0.2753,
         0.7926, -0.2142, -0.4304,  0.1856,  0.0160, -0.2018,  0.3929,  0.6278,
        -0.3506, -0.2157,  0.1891, -0.4014, -0.1786, -0.8437, -1.0021, -0.0521,
        -0.9116,  0.4273,  0.2756,  0.0723,  0.0592,  0.2876,  0.1830, -0.0586,
         0.2402,  0.2619,  0.6083, -0.3826, -0.1963, -0.2259,  0.2026,  0.0815,
        -0.3100,  0.0486, -0.3062,  0.3563,  0.2888,  0.2261,  0.4214,  0.0898,
        -0.1288,  0.0287, -0.7007,  0.1155, -0.0912, -0.1192,  0.0919,  0.5601,
         0.3852, -0.1630, -0.6634, -0.3498, -0.4352,  0.2239,  0.1828,  0.1711,
         0.6978,  0.2583, -0.4169, -1.0105,  0.0557, -0.7016, -0.0871,  0.2816,
         0.5804,  0.5994, -0.1824,  0.5512,  0.5645, -0.4369,  0.4429,  0.1350,
        -0.5539, -0.2683,  0.0811,  0.3441,  0.2047,  0.0129,  0.4694,  0.5243,
         0.6605, -0.0079, -0.1489,  0.3799,  0.6658, -0.2253,  0.8251, -0.2746,
        -0.4423, -0.0123, -0.3454, -0.5556])"
gae,"tensor([-2.7724e-01, -3.1622e-01, -1.3159e-01, -9.6189e-02, -3.0794e-01,
        -8.5251e-02,  4.1240e-01, -3.4878e-01,  5.1508e-01,  1.3208e-01,
         1.0959e-01, -2.7893e-01,  2.4562e-01, -8.3548e-02,  2.9379e-01,
        -4.2910e-02, -5.2447e-01, -1.0295e-01, -2.8010e-01, -3.2321e-01,
        -4.6343e-01,  3.8794e-01, -6.7731e-01, -2.5039e-01,  1.6198e-01,
         4.5680e-02, -2.5707e-02,  1.5421e-01, -5.3186e-01, -4.7497e-01,
        -2.9511e-01,  4.4428e-01,  4.9412e-01, -1.2827e-01,  1.0056e-01,
        -4.9675e-02,  7.1729e-01, -6.0489e-01, -1.3683e-01,  2.0681e-01,
         4.1075e-01, -5.9867e-02, -1.7115e-01,  2.9575e-01,  3.5661e-02,
        -2.2976e-02,  9.2007e-02, -6.2250e-02, -4.3568e-01, -1.5972e-01,
        -2.3589e-01,  9.8251e-02,  4.1989e-01, -2.1204e-01,  2.3605e-01,
         1.0765e+00,  1.3812e-01,  5.7213e-01, -5.5932e-01, -6.8382e-01,
         4.4500e-01, -5.9327e-03,  5.8159e-02,  3.0057e-01, -6.2375e-01,
         4.3733e-01, -4.9627e-04,  5.0380e-01, -4.9260e-01, -8.1728e-01,
        -3.9242e-03,  7.1700e-01, -7.0720e-01,  5.2908e-02,  5.6309e-02,
         3.0452e-01, -8.9804e-02,  3.7597e-01,  2.2576e-01, -4.4168e-01,
        -4.6012e-01, -6.0598e-02, -4.2933e-02,  2.0433e-01,  5.1184e-01,
         7.9571e-01,  1.3791e-01, -1.2024e-01,  4.2846e-01, -4.9790e-01,
        -2.6629e-02, -1.3702e-01,  5.8244e-01,  6.8997e-03,  1.1115e+00,
        -2.1644e-01,  3.0958e-01, -4.9920e-01, -2.1571e-01, -3.2401e-01])"
gai,"tensor([-0.0456, -0.5796, -0.7819, -0.6205,  0.2182, -0.3757, -0.1045, -0.3132,
         0.6388, -0.1775,  0.2009,  0.2135,  0.5469, -0.4063,  0.1126,  0.0342,
        -0.1435, -0.2823, -0.3525, -0.2095, -0.5248, -0.2134, -0.7228, -0.3412,
        -0.1115,  0.3679, -0.0677, -0.2037, -0.0095, -0.6565, -0.1774, -0.0062,
         1.0557, -0.1363,  0.6076,  0.1175,  0.1858,  1.0864,  0.4288, -0.0861,
         0.0252, -0.0224, -0.2202, -0.0726,  0.1117,  0.2103, -0.5647, -0.0479,
         0.0126, -0.0791, -0.7939,  0.3739,  0.6755, -0.0194, -1.1797,  0.6778,
         0.4615,  0.7867, -0.7141,  0.1541, -0.1765,  0.1511,  0.2417,  0.5253,
        -0.5740, -0.3227, -0.2076,  0.0919,  0.0735,  0.1621, -0.4097,  0.0640,
        -0.6058, -0.5132,  0.0922, -0.5242, -0.3142, -0.2047, -0.2829,  0.0251,
         0.7097,  0.5369, -0.2123, -0.1467,  0.1566,  0.2549, -0.1387,  0.3931,
         0.4496,  0.8860,  0.5209,  0.6324,  0.4507,  0.4591,  0.5293, -0.0194,
         0.0049, -0.5868, -1.0078, -0.1657])"
gang bang,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
gang-bang,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
gangbang,"tensor([ 0.7231,  0.2650,  0.0811,  0.3107, -0.4832, -0.4158,  0.1911, -0.2410,
         0.3391, -0.1952, -0.3865,  0.0748, -0.2827, -0.1085, -0.8219,  0.3472,
        -0.1663,  0.3404,  0.1663, -0.2716, -0.0400,  0.0375, -0.4255, -0.1721,
        -0.3183,  0.5065, -0.0365,  0.2648,  0.2451,  0.0127, -0.2248, -0.8861,
         0.1576,  0.1085,  0.1691, -0.3124, -0.2836, -0.1594, -0.3835,  0.0600,
         0.4277,  0.3059,  0.0054,  0.1512, -0.0389, -0.0199,  0.2761,  0.2524,
        -0.2353,  0.0220, -0.5815,  0.2497, -0.2470, -0.2044,  0.4205,  0.3390,
         0.1788,  0.7074, -0.3010, -0.3637, -0.3716, -0.5846, -0.2022, -0.7411,
         0.1743,  0.1557, -0.5317, -0.4358,  0.1695, -0.2189,  0.1572,  0.3912,
         0.1744,  1.0286, -0.3156, -0.0174,  0.1351, -0.1394,  0.5598, -0.0194,
        -0.0468, -0.1158,  0.3592,  0.2819,  0.4408, -0.3569, -0.4650, -0.1977,
         0.0355,  0.6530, -0.2026,  0.3750,  0.2058, -0.1013,  0.8789,  0.0576,
         0.1020,  0.2335,  0.0052,  0.0182])"
gangbanged,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
gangbangs,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
ganja,"tensor([ 0.4216, -0.2160,  0.6590, -0.0287, -0.0172,  0.3728,  0.1857,  0.0295,
         0.3127,  0.7854, -0.3791, -0.2248, -0.7002,  0.4402, -0.6648, -0.4677,
         0.8883,  0.2999,  0.5933, -0.4158, -0.0507, -0.1435, -0.3215, -0.0565,
         0.1930,  0.1515,  0.4105,  0.3657, -0.1301,  0.1109, -0.5087, -0.7684,
         0.7461, -0.3283, -0.0561,  0.3992,  0.6398,  0.2838,  0.1136, -0.0669,
         0.2407,  0.1254,  0.0880, -0.9197,  0.3127, -0.4541,  0.2746, -0.2519,
         0.1441,  0.1959, -0.4380,  0.5018, -0.1521,  0.2174, -1.2592,  0.6373,
        -0.0082, -0.1252, -0.3485, -0.7900,  0.2059,  0.1573, -0.0793,  0.4656,
         0.1952,  0.3822,  0.5947, -0.5514,  0.0354,  0.6948,  0.3046, -0.3263,
         0.4032,  0.0503, -1.1889, -0.3192,  0.4253,  0.0652,  0.1600,  0.2456,
        -0.0883, -0.2164, -0.0660,  0.1790,  0.1741,  0.3013,  0.0139,  0.0309,
        -0.2318,  0.1877,  0.0121, -0.3500, -0.3571,  0.0705, -0.1384, -0.2043,
         0.1945, -0.1251, -0.0844,  0.0514])"
gassyass,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
gay,"tensor([ 1.1461,  0.5944, -0.5316, -0.4552, -0.0630,  1.0753, -0.5341, -0.5119,
         0.3614, -0.2584, -1.0634, -0.8652,  0.0252, -0.2664,  0.2596, -0.2133,
         0.2000,  0.5183, -0.4322,  0.2103,  1.3694, -0.1778, -0.1811,  0.3502,
         0.2517,  0.1317,  0.0819, -1.1336,  0.1127,  0.6487, -0.1299,  0.6309,
         1.0793,  0.3341,  0.7208, -0.3035, -0.0772,  0.4929, -0.4226,  0.9009,
        -0.7339,  0.1909,  0.0326, -0.1108, -0.3853, -0.4653, -0.4648, -0.0124,
         0.0727, -0.1661,  0.2302, -0.1714, -0.7036,  0.0406, -0.8564, -1.7267,
         0.4409,  0.2610,  1.5430, -0.1017, -0.2344,  0.2704,  0.9062, -0.8655,
         0.7855,  0.6043,  0.8358,  0.3855,  0.1301, -0.0443,  0.1797, -0.4158,
        -0.3693,  0.2244, -0.3773, -0.6170,  0.4124, -0.5982, -0.6121, -0.5058,
        -0.9280, -0.8466,  1.5245,  0.3379, -1.3485, -0.9373, -0.2474,  0.2549,
         0.3576, -0.7375, -0.0805, -0.6578,  0.2626,  0.0860, -0.0051,  0.1129,
        -0.6599,  0.3364,  0.0917,  0.2615])"
gaylord,"tensor([ 2.2889e-01, -3.7550e-01,  3.3429e-02, -4.3755e-01,  4.1883e-02,
         6.1269e-02,  3.6760e-01, -6.3315e-01, -2.6165e-02, -1.5701e-01,
         9.8343e-01, -4.1432e-02, -8.4773e-01, -2.9671e-01, -3.3410e-01,
        -9.7508e-01,  1.0406e+00, -3.9333e-01, -3.7881e-01, -3.4375e-01,
        -1.9627e-02, -1.6116e-01,  2.1202e-01, -1.6580e-01,  7.6824e-02,
         1.1665e-03, -2.0342e-01,  2.7150e-01, -3.8849e-01, -4.5908e-01,
         4.3674e-01,  1.1892e-01,  9.7061e-01,  6.9678e-01, -1.6150e-01,
         5.3253e-01,  5.4092e-01,  6.0920e-01, -3.4411e-01, -1.6555e-01,
         4.4493e-02, -5.9939e-02, -1.2300e-01,  5.9396e-01, -4.5745e-01,
         9.3878e-01, -6.5957e-01, -4.8994e-01, -5.4819e-01, -1.3901e-01,
        -6.3198e-01, -6.7404e-01,  1.9393e-01, -1.0283e+00,  8.8689e-01,
         9.7463e-02, -1.0620e-01, -7.8730e-01,  6.1364e-03,  3.1371e-01,
         2.8259e-01,  2.1922e-01,  2.2170e-01, -8.4174e-01, -3.5358e-01,
        -4.8527e-01,  9.4072e-01,  2.7186e-01, -2.6810e-01,  1.5351e-02,
        -4.3364e-01, -5.8243e-01, -8.1981e-02,  3.7064e-01, -9.9445e-02,
        -2.0395e-02,  3.2877e-01, -1.9415e-01,  4.4244e-02,  1.0283e+00,
        -2.9580e-01, -6.2785e-01, -1.9604e-01,  4.0343e-01,  9.3564e-01,
        -8.4606e-02, -8.5295e-04, -2.3174e-01,  2.7952e-01, -9.6347e-01,
         1.4535e-02,  3.0243e-03, -8.0508e-02,  5.1028e-01, -1.0261e-01,
        -4.5015e-01,  3.3997e-01, -3.1631e-01,  6.4349e-01,  3.6479e-01])"
gays,"tensor([ 0.9505,  0.6647, -0.2140,  0.0288, -0.2541,  0.9361, -0.7905, -0.0349,
         0.4141, -0.5614, -0.4275, -0.5131,  0.1342,  0.6404,  0.6924, -0.7438,
         0.2847,  0.2238, -0.8991, -0.0368,  0.8240, -0.2363,  0.0335,  0.6562,
         0.1255, -0.1375, -0.0576, -1.0391, -0.0520, -0.3072,  0.4500,  0.7856,
         0.5981, -0.1865,  0.5755,  0.0576,  0.2994,  0.5105, -0.5252,  0.5672,
        -1.0028,  0.2666, -0.1253, -0.0526, -0.5089, -1.0567,  0.2646,  0.3121,
        -0.2352, -0.4182,  0.4756, -0.1076, -1.1246,  0.4416, -0.4355,  0.0552,
         0.8895, -0.6210,  1.4068, -0.3871, -0.7440, -0.1510,  0.6396, -0.8718,
         0.4806,  0.3448,  0.8403, -0.0078, -0.2948, -0.0018,  0.6395, -0.5361,
        -0.5247,  0.0434, -0.1072,  0.0950,  0.0489,  0.2584,  0.1778, -0.7554,
        -0.5996, -1.0607,  0.5652,  1.0919, -0.8498, -0.8116, -0.1495,  0.3692,
         0.0625, -0.6385, -0.1397, -1.0395,  0.0327, -0.4509,  0.0239, -0.6852,
        -0.1640,  0.6387, -0.1089,  0.5823])"
gaysex,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
gey,"tensor([ 0.0358, -0.1910, -0.3349, -0.2401, -0.2542, -0.1796,  0.2435, -0.3286,
         0.1846,  0.0012,  0.0015,  0.2064, -0.6405, -0.4430, -0.0819,  0.1299,
         0.0302,  0.2116,  0.0335, -0.3639, -0.0936,  0.1262, -0.1147, -0.2882,
        -0.1709, -0.1663,  0.0390, -0.4089, -0.0045,  0.0660, -0.1257,  0.1010,
         0.1276,  0.0256,  0.0592,  0.1043, -0.0120, -0.2823, -0.1356,  0.3139,
        -0.0561,  0.0340,  0.0990,  0.0876, -0.1919, -0.2917,  0.0023,  0.0415,
         0.1536,  0.7199,  0.2252, -0.1718, -0.0324, -0.4449, -0.1598,  0.7221,
        -0.0111,  0.1007, -0.7667, -0.0894,  0.1287, -0.0229,  0.2687, -0.3834,
        -0.5625,  0.3289,  0.2676,  0.0294, -0.6511,  0.1271,  0.2068,  0.3526,
         0.1726,  0.2673,  0.1011,  0.5324, -0.2908, -0.1815,  0.7203, -0.0441,
         0.3423, -0.2505, -0.1751, -0.4463,  0.3171,  0.3281, -0.0165, -0.5985,
        -0.0497, -0.0108, -0.1504,  0.1586,  0.1033,  0.0374,  0.3232,  0.0028,
         0.1707, -0.2932, -0.0283, -0.2052])"
gfy,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
ghay,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
ghey,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
gigolo,"tensor([ 0.9584,  0.1911,  1.2530,  0.1637, -0.0557,  0.4155, -0.0374, -0.5830,
        -0.1638, -0.1901, -0.0220, -0.1903, -0.1748,  0.2194,  0.2691,  0.7296,
         0.4020,  0.6238,  0.3089,  0.1800,  0.5666,  0.8580, -0.2671, -0.2328,
         0.4995,  0.8232, -0.9978, -1.1600, -0.1212,  0.1601,  0.4618, -0.2776,
        -0.2288,  0.1980,  0.0658,  0.6716, -0.1720,  0.0716,  0.4586,  0.5104,
         0.0873,  0.3966, -0.2335,  0.8973,  0.2492, -0.8112, -0.4212, -0.1576,
        -0.4266,  0.2045, -1.0603, -0.1105, -0.6756,  0.3496, -0.4000,  0.3088,
        -0.1603,  0.7092, -0.9832,  0.2417,  0.6148, -0.1899, -0.2713, -0.0459,
         0.2549, -0.5393, -0.2398,  0.1065,  0.7207, -0.3809, -0.4356, -0.5251,
        -0.0953,  0.0768, -0.6103, -0.0380,  0.1584, -0.5882,  0.3151, -0.8093,
        -0.6379,  0.2705,  0.6346,  0.9134,  0.1005,  0.1401,  0.1817,  0.3079,
        -0.2382, -0.0973, -0.0716,  0.6716,  0.5426, -0.3418,  1.1344, -0.0579,
         0.1562, -0.1224, -0.0226, -0.1554])"
